candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,pos,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net
2004-03-03,1093.36,1072.64,-0.018977674937579403,,,,-0.04944879656871426,,nan,,0.0,1.011161387631976,,1.0
2004-03-04,1070.9,1078.35,0.005323314439140692,,,,-0.04393119957443048,,nan,,0.0,1.0165441176470589,,1.0
2004-03-05,1080.34,1071.58,-0.006278110075578436,,,,-0.045005703693141275,,nan,,0.0,1.0101621417797888,,1.0
2004-03-08,1070.11,1057.1,-0.013512756863696573,,,,-0.06831422250817465,,nan,,0.0,0.9965120663650076,,1.0
2004-03-09,1057.36,1061.16,0.0038406962444426096,,,,-0.053347131030545225,,nan,,0.0,1.0003393665158373,,1.0
2004-03-10,1062.98,1091.1,0.02821440687549459,,,,-0.017080157829306608,,nan,,0.0,1.0285633484162895,,1.0
2004-03-11,1092.74,1095.56,0.004087618000183424,,,,0.0013252780799006825,,nan,,0.0,1.0327677224736047,,1.0
2004-03-12,1096.35,1099.08,0.0032129687100661553,,,,0.002480936918530352,,nan,,0.0,1.0360859728506786,,1.0
2004-03-15,1100.4,1131.68,0.029661171161335043,,,,0.00705672969966642,,nan,,0.0,1.0668174962292611,,1.0
2004-03-16,1136.27,1135.57,0.003437367453696938,,,,0.010635268151154342,,nan,,0.0,1.0704845399698342,,1.0
2004-03-17,1136.45,1135.17,-0.00035224600861227806,,,,0.005215712666477801,,nan,,0.0,1.0701074660633485,,1.0
2004-03-18,1134.93,1111.85,-0.02054317855475407,,,,-0.00938184928455621,,nan,,0.0,1.0481240573152337,,1.0
2004-03-19,1110.44,1129.78,0.016126276026442454,,,,0.004552486973840919,,nan,,0.0,1.065026395173454,,1.0
2004-03-22,1130.87,1134.79,0.0044344916709446736,,,,0.03810124961121164,,nan,,0.0,1.0697492458521871,,1.0
2004-03-23,1133.99,1121.33,-0.01186122542496848,,,,0.025825633519348745,,nan,,0.0,1.057060708898944,,1.0
2004-03-24,1120.21,1115.51,-0.005190265131584715,,,,0.04218206958406534,,nan,,0.0,1.0515742835595776,,1.0
2004-03-25,1114.75,1115.24,-0.00024204175668529615,,,,0.032725252338179356,,nan,,0.0,1.0513197586726999,,1.0
2004-03-26,1115.49,1112.78,-0.002205803235178161,,,,0.022099346021015487,,nan,,0.0,1.049000754147813,,1.0
2004-03-29,1112.28,1101.66,-0.009992990528226553,,,,0.006780962128966284,,nan,,0.0,1.0385180995475114,,1.0
2004-03-30,1100.8,1101.27,-0.00035401121943257063,,,,0.007206943542560129,,nan,,0.0,1.0381504524886878,,1.0
2004-03-31,1102.29,1108.54,0.006601469212818012,,,,0.033468824582338685,,nan,,0.0,1.045003770739065,,1.0
2004-04-01,1109.72,1123.44,0.01344110271167498,,,,0.04181388232021166,,nan,,0.0,1.0590497737556561,,1.0
2004-04-02,1125.36,1127.81,0.0038898383536281056,,,,0.05247391701972792,,nan,,0.0,1.063169306184012,,1.0
2004-04-05,1128.51,1118.27,-0.008458871618446384,,,,0.05786585942673361,,nan,,0.0,1.0541760935143287,,1.0
2004-04-06,1117.89,1123.86,0.004998792778130534,,,,0.0590862829356551,,nan,,0.0,1.059445701357466,,1.0
2004-04-07,1124.25,1117.44,-0.005712455288025109,,,,0.024140775364311473,,nan,,0.0,1.053393665158371,,1.0
2004-04-08,1117.12,1112.84,-0.004116552119129535,,,,0.015772755485778944,,nan,,0.0,1.0490573152337859,,1.0
2004-04-09,1113.72,1088.16,-0.02217749182272366,,,,-0.009935582487170969,,nan,,0.0,1.02579185520362,,1.0
2004-04-12,1082.45,1080.08,-0.007425378620791179,,,,-0.04559592817757685,,nan,,0.0,1.0181749622926093,,1.0
2004-04-13,1081.05,1072.73,-0.006805051477668189,,,,-0.05533784795301033,,nan,,0.0,1.0112462292609352,,1.0
2004-04-14,1072.2,1065.68,-0.0065720171897867274,,,,-0.06121550076200044,,nan,,0.0,1.0046003016591254,,1.0
2004-04-15,1066.18,1055.89,-0.009186622625928953,,,,-0.05033053019741851,,nan,,0.0,0.9953714177978885,,1.0
2004-04-16,1056.8,1071.23,0.01452802848781598,,,,-0.05182424896882576,,nan,,0.0,1.009832202111614,,1.0
2004-04-19,1072.5,1054.74,-0.015393519598965733,,,,-0.07054168612694856,,nan,,0.0,0.9942873303167421,,1.0
2004-04-20,1053.44,1052.24,-0.0023702523844738588,,,,-0.06161433297958663,,nan,,0.0,0.9919306184012067,,1.0
2004-04-21,1053.38,1043.53,-0.00827757925948458,,,,-0.0645265394303951,,nan,,0.0,0.9837198340874812,,1.0
2004-04-22,1042.47,1050.76,0.006928406466512715,,,,-0.057817151465155536,,nan,,0.0,0.9905354449472097,,1.0
2004-04-23,1048.23,1034.41,-0.01556016597510368,,,,-0.07042721831808618,,nan,,0.0,0.9751225490196079,,1.0
2004-04-26,1034.04,1039.0,0.004437312090950218,,,,-0.05687780258882058,,nan,,0.0,0.979449472096531,,1.0
2004-04-27,1040.92,1031.22,-0.007487969201154909,,,,-0.06360837941649178,,nan,,0.0,0.9721153846153847,,1.0
2004-04-28,1028.46,1029.81,-0.0013673125036365308,,,,-0.07102134338860122,,nan,,0.0,0.9707861990950226,,1.0
2004-04-29,1028.58,1016.51,-0.012915003738553699,,,,-0.09518087303282785,,nan,,0.0,0.9582484917043741,,1.0
2004-04-30,1017.64,1025.95,0.009286676963335294,,,,-0.09031663134747869,,nan,,0.0,0.967147435897436,,1.0
2004-05-10,1028.46,996.16,-0.029036502753545523,,,,-0.10919545369186334,,nan,,0.0,0.9390648567119155,,1.0
2004-05-11,994.05,1003.9,0.007769836170896216,,,,-0.10673927357500035,,nan,,0.0,0.9463612368024132,,1.0
2004-05-12,1004.8,1025.02,0.02103795198724967,,,,-0.08270690148911808,,nan,,0.0,0.9662707390648567,,1.0
2004-05-13,1026.67,1021.0,-0.003921874695127836,,,,-0.08252758707451202,,nan,,0.0,0.9624811463046757,,1.0
2004-05-14,1020.9,997.95,-0.022575905974534738,,,,-0.08290141155712394,,nan,,0.0,0.940752262443439,,1.0
2004-05-17,993.14,981.74,-0.01624329876246311,,,,-0.09104881119917041,,nan,,0.0,0.9254713423831071,,1.0
2004-05-18,978.3,989.21,0.007608939230346223,,,,-0.07785742917602745,,nan,,0.0,0.9325131975867271,,1.0
2004-05-19,989.87,988.92,-0.0002931632312653809,,,,-0.0720291269424218,,nan,,0.0,0.9322398190045249,,1.0
2004-05-20,988.99,985.93,-0.0030235003842575825,,,,-0.06625690176060017,,nan,,0.0,0.9294211915535445,,1.0
2004-05-21,985.93,994.45,0.008641587130932216,,,,-0.07167461702902267,,nan,,0.0,0.9374528657616894,,1.0
2004-05-24,995.08,991.85,-0.0026145105334607344,,,,-0.05962606898382539,,nan,,0.0,0.9350018853695324,,1.0
2004-05-25,991.77,978.59,-0.013368956999546322,,,,-0.0699935375959857,,nan,,0.0,0.9225018853695325,,1.0
2004-05-26,976.52,985.0,0.006550240652367201,,,,-0.056088468946748016,,nan,,0.0,0.9285444947209653,,1.0
2004-05-27,984.58,1003.29,0.01856852791878172,,,,-0.04517682439377213,,nan,,0.0,0.9457861990950226,,1.0
2004-05-28,1003.93,995.64,-0.007624914032831942,,,,-0.03748030278129566,,nan,,0.0,0.9385746606334842,,1.0
2004-05-31,995.83,1001.19,0.005574303965288685,,,,-0.03639076034648692,,nan,,0.0,0.9438065610859729,,1.0
2004-06-01,1000.28,1014.17,0.012964572159130494,,,,-0.01653381431702261,,nan,,0.0,0.9560426093514329,,1.0
2004-06-02,1014.31,1001.69,-0.012305629233757553,,,,-0.027306007904370655,,nan,,0.0,0.94427790346908,,1.0
2004-06-03,1001.0,986.45,-0.01521428785352752,,,,-0.0295717700760445,,nan,,0.0,0.929911387631976,,1.0
2004-06-04,985.55,986.22,-0.00023315930863199164,,,,-0.038725084068424453,,nan,,0.0,0.9296945701357466,,1.0
2004-06-07,984.04,973.22,-0.013181643041106472,,,,-0.02302842916800507,,nan,,0.0,0.9174396681749624,,1.0
2004-06-08,971.03,954.77,-0.01895768685394883,,,,-0.04893913736427935,,nan,,0.0,0.9000471342383107,,1.0
2004-06-09,952.19,941.3,-0.014108109806550306,,,,-0.08167645509355914,,nan,,0.0,0.8873491704374057,,1.0
2004-06-10,939.5,944.25,0.003133963667268702,,,,-0.07517140058765914,,nan,,0.0,0.8901300904977376,,1.0
2004-06-11,947.5,942.86,-0.0014720677786602687,,,,-0.05520316649130719,,nan,,0.0,0.8888197586726999,,1.0
2004-06-14,941.04,924.59,-0.01937721400844239,,,,-0.058212968810479326,,nan,,0.0,0.8715969079939668,,1.0
2004-06-15,922.93,942.68,0.019565429000962586,,,,-0.04703753500267904,,nan,,0.0,0.8886500754147812,,1.0
2004-06-16,943.36,947.16,0.004752408028175115,,,,-0.04222788496541685,,nan,,0.0,0.8928733031674209,,1.0
2004-06-17,946.56,926.04,-0.02229823894590144,,,,-0.06074467761402935,,nan,,0.0,0.8729638009049774,,1.0
2004-06-18,922.34,910.19,-0.017115891322189047,,,,-0.08473025290361502,,nan,,0.0,0.8580222473604827,,1.0
2004-06-21,904.95,909.05,-0.0012524857447346882,,,,-0.08348036497454259,,nan,,0.0,0.8569475867269984,,1.0
2004-06-22,908.86,918.8,0.010725482646719131,,,,-0.06109811054680725,,nan,,0.0,0.8661387631975868,,1.0
2004-06-23,918.43,912.85,-0.006475838049629923,,,,-0.07324873096446693,,nan,,0.0,0.8605297888386124,,1.0
2004-06-24,911.36,906.42,-0.007043873582735505,,,,-0.09655234279221359,,nan,,0.0,0.8544683257918552,,1.0
2004-06-25,904.47,891.79,-0.016140420555592283,,,,-0.10430476879193284,,nan,,0.0,0.8406768476621418,,1.0
2004-06-28,887.16,883.76,-0.009004362013478429,,,,-0.11729042439497006,,nan,,0.0,0.833107088989442,,1.0
2004-06-29,885.06,901.05,0.01956413505929211,,,,-0.11153948549059822,,nan,,0.0,0.849406108597285,,1.0
2004-06-30,900.34,897.71,-0.003706786526829764,,,,-0.10380457027623313,,nan,,0.0,0.8462575414781298,,1.0
2004-07-01,896.38,925.0,0.030399572244934392,,,,-0.06229408484971366,,nan,,0.0,0.8719834087481146,,1.0
2004-07-02,924.08,926.62,0.0017513513513514045,,,,-0.060432763480764984,,nan,,0.0,0.8735105580693816,,1.0
2004-07-05,925.37,928.67,0.0022123416287149755,,,,-0.04577587801319338,,nan,,0.0,0.8754430618401207,,1.0
2004-07-06,928.76,931.88,0.0034565561501933573,,,,-0.023974360317144394,,nan,,0.0,0.8784690799396682,,1.0
2004-07-07,930.68,923.86,-0.008606258316521398,,,,-0.018527568256666238,,nan,,0.0,0.8709087481146305,,1.0
2004-07-08,922.63,927.03,0.0034312558179809827,,,,-0.018236695790309843,,nan,,0.0,0.8738970588235294,,1.0
2004-07-09,927.22,923.2,-0.0041314736308425415,,,,-0.02085145196529703,,nan,,0.0,0.8702865761689292,,1.0
2004-07-12,919.79,904.55,-0.020201473136915227,,,,-0.021674471928097905,,nan,,0.0,0.8527055052790347,,1.0
2004-07-13,902.27,906.97,0.0026753634403848814,,,,-0.037881359528153746,,nan,,0.0,0.8549868024132731,,1.0
2004-07-14,907.52,912.19,0.005755427412152514,,,,-0.03692090037586038,,nan,,0.0,0.8599076168929111,,1.0
2004-07-15,912.92,925.68,0.01478858571130992,,,,-0.0003887521057406307,,nan,,0.0,0.8726244343891403,,1.0
2004-07-16,927.4,946.18,0.022145881946245005,,,,0.03954119469561279,,nan,,0.0,0.8919494720965309,,1.0
2004-07-19,946.34,947.42,0.0013105328795790516,,,,0.04220889940047301,,nan,,0.0,0.8931184012066365,,1.0
2004-07-20,945.73,939.22,-0.008655084334297292,,,,0.022224640835873055,,nan,,0.0,0.8853883861236803,,1.0
2004-07-21,937.45,940.51,0.0013734801218030501,,,,0.030300706578298753,,nan,,0.0,0.8866044494720966,,1.0
2004-07-22,940.38,913.14,-0.02910123231012962,,,,0.007413781690607024,,nan,,0.0,0.8608031674208145,,1.0
2004-07-23,910.21,915.04,0.0020807324178111486,,,,0.02607116025073175,,nan,,0.0,0.8625942684766215,,1.0
2004-07-26,910.31,903.75,-0.012338258436789595,,,,0.022619263148366153,,nan,,0.0,0.8519513574660634,,1.0
2004-07-27,902.9,903.32,-0.00047579529737196147,,,,0.0025192830586540094,,nan,,0.0,0.8515460030165913,,1.0
2004-07-28,904.29,906.05,0.0030221848292961706,,,,0.009290305332456894,,nan,,0.0,0.8541195324283559,,1.0
2004-07-29,905.67,918.79,0.014061034159262853,,,,-0.006713513513513569,,nan,,0.0,0.8661293363499246,,1.0
2004-07-30,919.94,906.27,-0.013626617616647962,,,,-0.021961537631391526,,nan,,0.0,0.8543269230769232,,1.0
2004-08-02,901.81,900.02,-0.006896399527734576,,,,-0.03085057124705226,,nan,,0.0,0.8484351432880844,,1.0
2004-08-03,898.49,893.3,-0.007466500744427895,,,,-0.0414001802807229,,nan,,0.0,0.8421003016591252,,1.0
2004-08-04,893.06,923.02,0.033269898130527276,,,,-0.0009092286710108421,,nan,,0.0,0.8701168929110106,,1.0
2004-08-05,919.84,909.08,-0.015102597993542854,,,,-0.01936291166413162,,nan,,0.0,0.856975867269985,,1.0
2004-08-06,908.33,911.55,0.0027170326043912674,,,,-0.01261915077989606,,nan,,0.0,0.8593042986425339,,1.0
2004-08-09,909.42,920.76,0.01010366957380282,,,,0.017920512962246393,,nan,,0.0,0.8679864253393665,,1.0
2004-08-10,921.7,926.54,0.006277422998392623,,,,0.021577339934066186,,nan,,0.0,0.8734351432880845,,1.0
2004-08-11,926.48,914.61,-0.012875860729164357,,,,0.0026529560727479584,,nan,,0.0,0.8621889140271494,,1.0
2004-08-12,909.68,907.83,-0.007412995703086511,,,,-0.01928312159709611,,nan,,0.0,0.8557975113122173,,1.0
2004-08-13,901.26,907.0,-0.0009142680898406308,,,,-0.041408611469276435,,nan,,0.0,0.8550150829562595,,1.0
2004-08-16,905.52,904.01,-0.0032965821389194794,,,,-0.045819172067298575,,nan,,0.0,0.8521964555052791,,1.0
2004-08-17,903.78,910.86,0.007577349808077338,,,,-0.030195268414216048,,nan,,0.0,0.8586538461538462,,1.0
2004-08-18,910.93,911.85,0.0010868849219418664,,,,-0.03047282857173228,,nan,,0.0,0.8595871040723982,,1.0
2004-08-19,911.48,903.32,-0.009354608762406014,,,,-0.010754101233107716,,nan,,0.0,0.8515460030165913,,1.0
2004-08-20,900.85,904.83,0.0016716113890979933,,,,-0.011157982164713975,,nan,,0.0,0.8529694570135747,,1.0
2004-08-23,903.19,889.66,-0.016765580274747838,,,,-0.015590594744121722,,nan,,0.0,0.8386689291101056,,1.0
2004-08-24,887.91,897.77,0.00911584200705895,,,,-0.006144002125492709,,nan,,0.0,0.8463141025641026,,1.0
2004-08-25,897.65,894.37,-0.0037871615224388533,,,,-0.012891120799072842,,nan,,0.0,0.8431089743589744,,1.0
2004-08-26,893.45,892.1,-0.0025380994443015004,,,,-0.029049075414403713,,nan,,0.0,0.8409690799396682,,1.0
2004-08-27,891.99,883.7,-0.009415984755072326,,,,-0.024904277974554967,,nan,,0.0,0.8330505279034691,,1.0
2004-08-30,880.65,882.05,-0.001867149485119457,,,,-0.01996622297282291,,nan,,0.0,0.8314950980392157,,1.0
2004-08-31,896.86,895.78,0.01556601099710897,,,,0.0027762229933951943,,nan,,0.0,0.8444381598793363,,1.0
2004-09-01,894.62,880.54,-0.01701310589653715,,,,-0.046022838075014616,,nan,,0.0,0.8300716440422323,,1.0
2004-09-02,878.63,881.57,0.00116973675244747,,,,-0.030261363136357633,,nan,,0.0,0.8310426093514329,,1.0
2004-09-03,882.08,879.42,-0.002438830722461205,,,,-0.03524765509297345,,nan,,0.0,0.8290158371040725,,1.0
2004-09-06,878.4,874.69,-0.00537854495008061,,,,-0.050034753898952955,,nan,,0.0,0.8245569381598794,,1.0
2004-09-07,874.1,877.77,0.003521247527695337,,,,-0.052636691346299114,,nan,,0.0,0.8274604072398191,,1.0
2004-09-08,877.14,864.59,-0.01501532292058283,,,,-0.05468997714873003,,nan,,0.0,0.8150358220211162,,1.0
2004-09-09,862.36,848.46,-0.018656241686811126,,,,-0.06539770661908062,,nan,,0.0,0.7998303167420815,,1.0
2004-09-10,846.38,851.97,0.00413690686655821,,,,-0.0606725468577729,,nan,,0.0,0.8031391402714932,,1.0
2004-09-13,850.22,834.1,-0.02097491695716991,,,,-0.07733321534053827,,nan,,0.0,0.786293363499246,,1.0
2004-09-14,838.55,860.1,0.031171322383407363,,,,-0.05572755417956654,,nan,,0.0,0.8108031674208145,,1.0
2004-09-15,862.57,892.77,0.03798395535402865,,,,-0.020924494160223794,,nan,,0.0,0.8416006787330317,,1.0
2004-09-16,899.9,903.4,0.011906762099980872,,,,8.856219279973487e-05,,nan,,0.0,0.8516214177978884,,1.0
2004-09-17,905.57,932.32,0.03201239760903252,,,,0.03038139761060088,,nan,,0.0,0.8788838612368025,,1.0
2004-09-20,939.42,965.11,0.03517032778445173,,,,0.08480767933817424,,nan,,0.0,0.9097944947209654,,1.0
2004-09-21,967.56,955.0,-0.010475489840536367,,,,0.06374683939093528,,nan,,0.0,0.90026395173454,,1.0
2004-09-22,951.84,933.1,-0.022931937172774863,,,,0.04330422532061684,,nan,,0.0,0.8796191553544496,,1.0
2004-09-23,931.67,967.32,0.03667345407780509,,,,0.08431790158054042,,nan,,0.0,0.9118778280542987,,1.0
2004-09-24,975.12,951.09,-0.01677831534549068,,,,0.07625891139526986,,nan,,0.0,0.8965780542986426,,1.0
2004-09-27,964.02,946.14,-0.005204554773996173,,,,0.07266028002947689,,nan,,0.0,0.8919117647058824,,1.0
2004-09-28,948.18,947.77,0.001722789439195127,,,,0.05803880417066698,,nan,,0.0,0.8934483408748115,,1.0
2004-09-29,948.51,936.46,-0.011933274950673645,,,,0.06350648465714226,,nan,,0.0,0.8827865761689292,,1.0
2004-09-30,936.38,924.35,-0.012931678875766184,,,,0.04852705967762061,,nan,,0.0,0.8713706636500754,,1.0
2004-10-08,922.8,936.01,0.012614269486666219,,,,0.06434923017443328,,nan,,0.0,0.8823623680241327,,1.0
2004-10-11,936.48,923.22,-0.013664383927522117,,,,0.05548251380489089,,nan,,0.0,0.8703054298642534,,1.0
2004-10-12,920.78,902.72,-0.022204891575139163,,,,0.028424302493819553,,nan,,0.0,0.8509803921568628,,1.0
2004-10-13,901.27,901.97,-0.000830822403403042,,,,0.04323436542176062,,nan,,0.0,0.8502733785822022,,1.0
2004-10-14,902.47,876.82,-0.027883410756455285,,,,0.03342526459703454,,nan,,0.0,0.8265648567119156,,1.0
2004-10-15,873.76,879.72,0.003307406309162708,,,,0.03257156942145856,,nan,,0.0,0.8292986425339367,,1.0
2004-10-18,880.27,882.66,0.003341972445778163,,,,0.0582184390360867,,nan,,0.0,0.8320701357466064,,1.0
2004-10-19,885.38,884.93,0.002571771690118574,,,,0.02886873619346586,,nan,,0.0,0.8342100301659126,,1.0
2004-10-20,884.54,879.39,-0.006260382177121326,,,,-0.014987062737323198,,nan,,0.0,0.828987556561086,,1.0
2004-10-21,879.66,864.31,-0.01714825049181823,,,,-0.04326986938233346,,nan,,0.0,0.8147718702865762,,1.0
2004-10-22,864.38,878.74,0.016695398641691117,,,,-0.057469538355929384,,nan,,0.0,0.8283748114630468,,1.0
2004-10-25,886.05,865.65,-0.014896328834467565,,,,-0.1030556102413197,,nan,,0.0,0.8160350678733032,,1.0
2004-10-26,864.43,875.85,0.011783053197019555,,,,-0.08287958115183247,,nan,,0.0,0.8256504524886878,,1.0
2004-10-27,876.98,884.85,0.010275732145915484,,,,-0.05170935591040615,,nan,,0.0,0.8341346153846154,,1.0
2004-10-28,885.41,882.91,-0.0021924619992089722,,,,-0.08726171277343597,,nan,,0.0,0.8323058069381599,,1.0
2004-10-29,867.57,870.79,-0.013727333476798331,,,,-0.08442944411149322,,nan,,0.0,0.820880467571644,,1.0
2004-11-01,869.17,862.83,-0.009141124725823624,,,,-0.08805250808548415,,nan,,0.0,0.8133766968325793,,1.0
2004-11-02,861.96,862.25,-0.0006722065760347284,,,,-0.09023286240332573,,nan,,0.0,0.812829939668175,,1.0
2004-11-03,864.36,877.53,0.017721078573499582,,,,-0.06292847532195722,,nan,,0.0,0.8272341628959277,,1.0
2004-11-04,877.76,860.81,-0.019053479653117322,,,,-0.06874019581327429,,nan,,0.0,0.8114724736048265,,1.0
2004-11-05,864.71,862.26,0.0016844599853627074,,,,-0.07879189324900371,,nan,,0.0,0.8128393665158371,,1.0
2004-11-08,860.63,864.34,0.0024122654419780343,,,,-0.06377678126557051,,nan,,0.0,0.8148001508295627,,1.0
2004-11-09,864.89,864.57,0.00026609898882390404,,,,-0.04226116625310172,,nan,,0.0,0.815016968325792,,1.0
2004-11-10,867.1,897.77,0.03840059220190373,,,,-0.004656474162111901,,nan,,0.0,0.8463141025641026,,1.0
2004-11-11,900.34,894.11,-0.0040767679918018995,,,,0.019718984512214544,,nan,,0.0,0.8428638763197587,,1.0
2004-11-12,893.17,898.17,0.004540828309715694,,,,0.020972582185240674,,nan,,0.0,0.8466911764705882,,1.0
2004-11-15,900.66,906.98,0.009808833517040316,,,,0.027553078195454717,,nan,,0.0,0.8549962292609352,,1.0
2004-11-16,908.49,906.73,-0.00027564003616398214,,,,0.024634716870260975,,nan,,0.0,0.8547605580693817,,1.0
2004-11-17,906.3,896.1,-0.011723445788713316,,,,0.0190018080715042,,nan,,0.0,0.844739819004525,,1.0
2004-11-18,894.32,900.82,0.005267269277982489,,,,0.04224178824727254,,nan,,0.0,0.8491892911010559,,1.0
2004-11-19,902.48,906.99,0.006849315068493178,,,,0.03214830325238416,,nan,,0.0,0.8550056561085974,,1.0
2004-11-22,907.05,905.84,-0.0012679301866613812,,,,0.04642753999884497,,nan,,0.0,0.853921568627451,,1.0
2004-11-23,905.79,893.28,-0.013865583325973763,,,,0.019900667922589488,,nan,,0.0,0.8420814479638009,,1.0
2004-11-24,893.39,889.12,-0.004656994447429619,,,,0.004825676668361867,,nan,,0.0,0.8381598793363499,,1.0
2004-11-25,889.43,890.78,0.0018670145762100798,,,,0.008913705813729633,,nan,,0.0,0.8397247360482655,,1.0
2004-11-26,890.38,889.08,-0.0019084397943375242,,,,0.021003915984336263,,nan,,0.0,0.8381221719457014,,1.0
2004-11-29,887.76,879.26,-0.01104512529806101,,,,0.019041989731465092,,nan,,0.0,0.8288650075414782,,1.0
2004-11-30,878.35,879.31,5.686600095522465e-05,,,,0.01978544505653801,,nan,,0.0,0.8289121417797888,,1.0
2004-12-01,880.07,875.4,-0.004446668410458154,,,,-0.0024272674438480246,,nan,,0.0,0.8252262443438915,,1.0
2004-12-02,874.88,871.12,-0.004889193511537604,,,,0.01197709134419922,,nan,,0.0,0.8211915535444948,,1.0
2004-12-03,870.57,871.56,0.0005050968867663652,,,,0.01078560990884414,,nan,,0.0,0.8216063348416289,,1.0
2004-12-06,872.28,875.0,0.0039469457065492985,,,,0.012333109655922492,,nan,,0.0,0.8248491704374058,,1.0
2004-12-07,875.44,868.29,-0.007668571428571469,,,,0.00430271695756268,,nan,,0.0,0.8185237556561086,,1.0
2004-12-08,874.6,868.9,0.0007025302606271655,,,,-0.03215745680965054,,nan,,0.0,0.8190987933634992,,1.0
2004-12-09,869.01,878.72,0.011301645759005607,,,,-0.017212647213430077,,nan,,0.0,0.8283559577677225,,1.0
2004-12-10,877.16,868.43,-0.011710214857975298,,,,-0.03311177171359547,,nan,,0.0,0.8186557315233786,,1.0
2004-12-13,864.35,865.76,-0.0030745137777368203,,,,-0.04544752916271588,,nan,,0.0,0.8161387631975867,,1.0
2004-12-14,865.38,862.06,-0.004273701718721212,,,,-0.049264941051911926,,nan,,0.0,0.8126508295625943,,1.0
