股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,涨跌幅,收盘价_复权,开盘价_复权,最高价_复权,最低价_复权
bj430476,N海能,2022-10-14,9.75,10.91,9.59,10.88,10.88,10628171.0,106523226.0,655110259.2,886015846.4,0.0,10.88,9.75,10.91,9.59
bj430476,海能技术,2022-10-17,11.0,12.89,11.0,11.74,10.88,10273268.0,122294738.0,706892871.6,956050187.2,0.07904411764705888,11.740000000000002,11.000000000000002,12.890000000000004,11.000000000000002
bj430476,海能技术,2022-10-18,11.29,12.72,10.83,12.09,11.74,8253315.0,97042580.0,727967190.6,984552535.2,0.029812606473594627,12.090000000000002,11.290000000000001,12.720000000000004,10.830000000000002
bj430476,海能技术,2022-10-19,12.0,12.2,11.29,11.8,12.09,3176837.0,37241570.0,710505612.0,960936304.0,-0.023986765922249687,11.800000000000002,12.000000000000002,12.200000000000001,11.290000000000001
bj430476,海能技术,2022-10-20,11.85,12.28,11.18,11.18,11.8,2873899.0,33886173.0,673173961.2,910446430.4,-0.05254237288135599,11.180000000000001,11.850000000000001,12.28,11.180000000000001
bj430476,海能技术,2022-10-21,11.2,11.71,10.92,11.32,11.18,2421224.0,27317395.0,681603688.8,921847369.6,0.012522361359570633,11.320000000000002,11.200000000000001,11.710000000000003,10.920000000000002
bj430476,海能技术,2022-10-24,11.31,12.09,11.16,11.65,11.32,2683153.0,31470068.0,701473761.0,948721012.0,0.02915194346289751,11.65,11.31,12.090000000000002,11.16
bj430476,海能技术,2022-10-25,11.51,11.8,11.27,11.31,11.65,1156573.0,13329038.0,681001565.4,921033016.8,-0.029184549356223166,11.31,11.51,11.8,11.27
bj430476,海能技术,2022-10-26,11.31,11.54,10.96,11.35,11.31,1029030.0,11559217.0,683410059.0,924290428.0,0.0035366931918654476,11.349999999999998,11.309999999999999,11.54,10.959999999999999
bj430476,海能技术,2022-10-27,11.13,11.3,10.38,10.88,11.35,2012961.0,21594296.0,655110259.2,886015846.4,-0.04140969162995589,10.879999999999999,11.129999999999999,11.299999999999999,10.379999999999999
bj430476,海能技术,2022-10-28,10.75,10.75,10.25,10.6,10.88,1155377.0,12124986.0,638250804.0,863213968.0,-0.02573529411764719,10.599999999999998,10.749999999999996,10.749999999999996,10.249999999999998
