股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,涨跌幅,收盘价_复权,开盘价_复权,最高价_复权,最低价_复权
bj430090,同辉信息,2022-05-16,5.35,5.4,5.19,5.29,5.37,1834591.0,9716050.0,491683043.95,811134199.13,-0.014897579143389184,5.290000000000005,5.350000000000005,5.400000000000006,5.190000000000006
bj430090,同辉信息,2022-05-17,5.33,5.33,5.06,5.11,5.29,1199121.0,6174062.0,474952808.05,783534169.67,-0.03402646502835538,5.110000000000005,5.3300000000000045,5.3300000000000045,5.060000000000004
bj430090,同辉信息,2022-05-18,5.16,5.23,5.1,5.17,5.11,723520.0,3742808.0,480529553.35,792734179.49,0.011741682974559575,5.170000000000005,5.1600000000000055,5.230000000000006,5.100000000000005
bj430090,同辉信息,2022-05-19,5.09,5.17,5.05,5.12,5.17,543353.0,2773596.0,475882265.6,785067504.64,-0.009671179883945835,5.120000000000005,5.090000000000005,5.170000000000005,5.050000000000005
bj430090,同辉信息,2022-05-20,5.18,5.32,5.12,5.19,5.12,893431.0,4640017.0,482388468.45,795800849.43,0.013671875,5.190000000000005,5.180000000000004,5.320000000000005,5.1200000000000045
bj430090,同辉信息,2022-05-23,5.2,5.53,5.2,5.35,5.19,1560936.0,8415107.0,497259789.25000006,820334208.95,0.030828516377649162,5.350000000000004,5.200000000000005,5.530000000000006,5.200000000000005
bj430090,同辉信息,2022-05-24,5.34,5.34,5.06,5.06,5.35,1340402.0,6967728.0,470305520.3,775867494.8199999,-0.0542056074766355,5.060000000000004,5.340000000000005,5.340000000000005,5.060000000000004
bj430090,同辉信息,2022-05-25,5.09,5.22,5.06,5.19,5.06,838613.0,4312685.0,482388468.45,795800849.43,0.025691699604743157,5.190000000000005,5.090000000000004,5.220000000000004,5.060000000000004
bj430090,同辉信息,2022-05-26,5.15,5.21,5.13,5.2,5.19,394033.0,2039610.0,483317926.0,797334184.4,0.0019267822736031004,5.200000000000005,5.150000000000005,5.210000000000004,5.130000000000004
bj430090,同辉信息,2022-05-27,5.25,5.25,5.12,5.15,5.2,449272.0,2317585.0,478670638.25,789667509.55,-0.009615384615384581,5.150000000000005,5.250000000000004,5.250000000000004,5.1200000000000045
bj430090,同辉信息,2022-05-30,5.19,5.2,5.12,5.14,5.15,275314.0,1420041.0,477741180.7,788134174.5799999,-0.001941747572815622,5.140000000000005,5.190000000000006,5.200000000000006,5.120000000000005
bj430090,同辉信息,2022-05-31,5.24,5.24,5.11,5.18,5.14,449907.0,2322474.0,481459010.9,794267514.4599999,0.0077821011673151474,5.180000000000005,5.240000000000006,5.240000000000006,5.110000000000006
bj430090,同辉信息,2022-06-01,5.15,5.18,5.11,5.13,5.18,666260.0,3423018.0,476811723.15,786600839.61,-0.009652509652509633,5.130000000000005,5.150000000000006,5.180000000000006,5.110000000000006
bj430090,同辉信息,2022-06-02,5.07,5.15,5.07,5.14,5.13,758726.0,3879896.0,477741180.7,788134174.5799999,0.0019493177387914784,5.140000000000005,5.070000000000006,5.150000000000006,5.070000000000006
bj430090,同辉信息,2022-06-06,5.16,5.42,5.1,5.28,5.14,1394979.0,7374188.0,490753586.4,809600864.1600001,0.027237354085603238,5.280000000000006,5.1600000000000055,5.420000000000005,5.100000000000005
