数据由邢不行整理
candle_begin_time,open,high,low,close,volume,median,upper,lower,signal_long,signal_short,signal,ma10,ma50,signal_0
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.0064550000002,4210.097500000003,4615.941886752795,3804.2531132472104,,,,3904.5029999999997,4218.484545454546,
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.3321289999998,4177.8425000000025,4580.605817667773,3775.079182332231,,,,3869.626,4209.412647058824,
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.9350760000001,4136.598000000003,4523.139014196427,3750.0569858035788,,,,3846.589,4200.572285714286,
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.6540840000007,4075.3520000000026,4442.975040567375,3707.7289594326303,,,,3786.7409999999995,4184.167222222222,
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.9664250000004,4031.5385000000024,4401.471184069347,3661.605815930657,,,,3729.9559999999997,4168.267297297298,
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.7927909999999,3995.084500000002,4351.851347205218,3638.317652794786,,,,3713.4869999999996,4158.049736842106,
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.6363899999997,3973.0800000000027,4336.205706085375,3609.954293914631,,,,3760.5869999999995,4145.279743589744,
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.9947129999995,3950.7940000000026,4302.593302819096,3598.9946971809095,,,,3782.6619999999994,4139.6665,
2017-09-26,3928.0,3976.99,3850.05,3882.35,526.7279869999996,3913.9230000000025,4230.56327452458,3597.282725475425,,,,3799.4019999999996,4133.390487804878,
2017-09-27,3882.36,4249.94,3872.81,4193.0,628.1709659999998,3888.9925000000026,4159.720922443509,3618.264077556496,4193.0,,1.0,3848.703,4134.809761904762,
2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,3883.577500000002,4147.369209059915,3619.785790940089,,,,3862.6519999999996,4135.732790697674,
2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,3879.3715000000025,4137.762150494074,3620.98084950593,,,,3889.1169999999997,4136.618181818182,
2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,3891.7785000000026,4167.312063060385,3616.24493693962,,,,3936.968,4141.993555555556,
2017-10-01,4378.49,4406.52,4240.04,4378.48,726.9636850000005,3900.2790000000023,4187.812872907178,3612.745127092827,,,,4013.8170000000005,4147.134565217392,
2017-10-02,4400.0,4561.63,4360.0,4380.0,655.7569740000005,3911.093000000002,4212.083596765084,3610.102403234921,,,,4092.2300000000005,4152.089148936171,
2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.3235630000006,3929.358500000002,4242.6660368751145,3616.0509631248897,,,,4145.2300000000005,4155.378958333334,
2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,3980.337000000002,4248.769974876413,3711.904025123591,,,,4200.087,4156.464897959184,
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.1386379999993,4009.958500000002,4278.509219777012,3741.407780222992,,,,4237.255,4159.184200000001,
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.5291760000001,4042.6610000000023,4313.112612620449,3772.209387379556,,,,4285.92,4160.8626,
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.59749999999997,4078.811500000002,4349.364513571742,3808.2584864282626,,,,4308.92,4167.155200000001,
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.4620039999998,4109.061000000002,4405.5986855629,3812.5233144371045,,,,4355.47,4177.155600000001,
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.4631449999996,4152.906500000003,4480.027850545561,3825.7851494544443,,,,4416.696,4191.1688,
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773000001,4197.059500000002,4545.936953219252,3848.182046780752,,,,4457.151,4206.51,
2017-10-11,4783.06,4881.61,4710.0,4821.43,753.4293960000001,4257.631500000002,4604.482918265447,3910.780081734558,,,,4501.445999999999,4222.1386,
2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.7014820000009,4349.3380000000025,4747.737052528996,3950.9389474710083,,,,4606.445999999999,4248.4584,
2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.8276199999998,4442.837000000002,4910.122709979453,3975.551290020551,,,,4740.443999999999,4275.1378,
2017-10-14,5650.0,5900.0,5580.01,5869.99,970.7590459999999,4553.335500000003,5079.970266935067,4026.7007330649385,,,,4906.583999999998,4306.924,
2017-10-15,5855.03,5922.3,5400.01,5709.99,1343.5233750000004,4642.797500000002,5205.1363561879325,4080.4586438120723,,,,5048.339999999998,4334.375,
2017-10-16,5710.0,5788.91,5585.19,5760.02,1528.9964619999996,4736.681000000002,5320.552701077388,4152.809298922617,,,,5187.441999999998,4363.3751999999995,
2017-10-17,5760.0,5774.98,5508.63,5595.0,1429.8693760000008,4806.781000000003,5405.152353858958,4208.409646141047,,,,5304.641999999998,4387.541399999999,
2017-10-18,5595.0,5596.0,5037.95,5512.06,2317.804373,4873.659000000002,5472.372262320956,4274.945737679049,,,,5391.847999999998,4406.032999999999,
2017-10-19,5513.0,5710.0,5490.26,5683.9,1881.7221069999996,4949.1195000000025,5550.085326128868,4348.1536738711375,,,,5481.542999999999,4428.608199999999,
2017-10-20,5683.9,6110.0,5600.0,6010.01,1972.9772199999995,5030.694500000002,5658.786942340101,4402.602057659904,,,,5604.237999999999,4454.310599999999,
2017-10-21,6013.72,6171.0,5850.03,6024.97,1664.3076930000004,5113.019000000002,5757.908753073347,4468.129246926657,,,,5724.591999999999,4478.111799999999,
2017-10-22,6003.27,6060.0,5720.03,5950.02,1362.0922159999998,5191.520000000002,5837.958765545509,4545.081234454496,,,,5776.593999999999,4507.669399999998,
2017-10-23,5975.0,6080.0,5621.03,5915.93,1812.557715,5271.816500000003,5903.338602996208,4640.294397003798,,,,5803.1889999999985,4535.806399999999,
2017-10-24,5909.47,5925.0,5450.0,5477.03,2580.4187669999997,5335.238500000002,5918.660230828354,4751.816769171651,,,,5763.892999999998,4563.344799999999,
2017-10-25,5506.92,5704.96,5286.98,5689.99,2282.813204999999,5405.116500000002,5941.230232404562,4869.002767595442,,,,5761.892999999998,4589.815199999998,
2017-10-26,5670.1,5939.99,5650.0,5861.77,1972.9658820000004,5479.755000000003,5968.218692883106,4991.2913071169,,,,5772.0679999999975,4614.655199999998,
2017-10-27,5861.77,5980.0,5649.24,5768.83,1403.7064159999995,5547.046500000002,5974.141682099671,5119.951317900333,,,,5789.450999999998,4636.199599999998,
2017-10-28,5768.79,5850.02,5630.03,5719.64,1276.7544119999998,5601.028500000002,5974.992397191628,5227.064602808377,,,,5810.208999999998,4664.936399999999,
2017-10-29,5709.98,6189.88,5648.01,6169.98,1804.7781729999988,5670.180000000002,6013.860326335391,5326.4996736646135,,,,5858.816999999997,4703.159799999999,
2017-10-30,6133.01,6248.68,6030.0,6120.5,1473.6870430000004,5737.052000000002,6027.628345778524,5446.475654221481,,,,5869.865999999997,4742.962399999999,
2017-10-31,6120.52,6498.01,6100.0,6463.0,1511.7749250000002,5819.130500000002,6068.3885493279,5569.872450672104,,,,5913.668999999997,4788.052999999999,
2017-11-01,6463.0,6774.67,6338.02,6753.98,1675.615188,5885.329500000002,6191.717031787359,5578.9419682126445,,,,5994.064999999997,4839.8582,
2017-11-02,6753.98,7300.0,6685.1,7019.98,2503.6108030000005,5953.829500000002,6342.137609797813,5565.521390202191,,,,6104.469999999996,4901.364,
2017-11-03,7010.31,7346.34,6923.0,7115.04,1891.4975920000002,6016.082000000001,6478.658320790419,5553.505679209584,,,,6268.270999999996,4979.8844,
2017-11-04,7115.02,7480.99,6901.0,7357.09,1399.1917669999993,6098.437000000001,6639.200362027236,5557.673637972765,,,,6434.980999999996,5053.0262,
2017-11-05,7357.27,7590.25,7279.02,7345.01,1207.83233,6177.686500000001,6776.113972115669,5579.259027884333,,,,6583.304999999996,5125.6274,
2017-11-06,7345.1,7401.0,6906.0,6960.12,1763.0192610000004,6245.9425,6851.822429588981,5640.062570411019,,,,6702.433999999996,5190.83,
2017-11-07,6981.72,7198.49,6901.0,7064.04,1440.2594939999983,6323.541500000001,6929.844958725704,5717.238041274299,,,,6836.873999999994,5251.410599999999,
2017-11-08,7070.0,7770.02,6651.0,7303.0,2822.2988020000007,6404.496500000001,7027.842356866596,5781.150643133406,,,,6950.175999999995,5319.2698,
2017-11-09,7303.01,7392.0,7015.0,7079.99,1913.3983080000003,6457.995500000001,7091.029075542996,5824.961924457006,,,,7046.124999999995,5382.8696,
2017-11-10,7079.0,7279.91,6255.01,6506.98,3254.7041049999993,6482.0960000000005,7107.31203749744,5856.879962502561,,,,7050.522999999996,5440.809399999999,
2017-11-11,6503.0,6797.98,6100.0,6245.05,2754.156861,6496.8475,7112.746666754388,5880.948333245612,,,0.0,6999.629999999996,5493.793,6245.05
2017-11-12,6245.05,6630.0,5325.01,5811.03,4968.483069000001,6491.602500000001,7112.849873160443,5870.355126839559,,5811.03,-1.0,6878.734999999996,5534.4136,
2017-11-13,5839.94,6697.47,5699.99,6465.99,2621.2430389999977,6541.0505,7117.304025867521,5964.79697413248,,,,6813.829999999997,5590.532999999999,
2017-11-14,6465.99,6684.98,6311.07,6574.99,1254.292531,6585.3005,7127.474327591068,6043.126672408933,,,,6735.619999999998,5643.617799999999,
2017-11-15,6575.99,7298.0,6575.99,7240.06,1779.6058449999991,6654.215000000001,7187.566602542825,6120.863397457177,7240.06,,1.0,6725.124999999998,5710.772,
2017-11-16,7240.14,7940.0,7076.0,7864.5,2331.9567500000016,6758.9985000000015,7313.551030616128,6204.445969383875,,,,6815.562999999999,5784.201999999999,
2017-11-17,7876.98,7989.0,7451.0,7699.19,3982.3959249999984,6857.976000000001,7394.554663351423,6321.397336648578,,,,6879.0779999999995,5854.6957999999995,
2017-11-18,7680.01,7819.99,7422.0,7761.94,3954.266476999999,6937.5740000000005,7484.173891350153,6390.974108649848,,,,6924.972,5926.440799999999,
2017-11-19,7761.94,8123.15,7650.33,8038.0,3867.3404440000004,7033.4490000000005,7596.250740046173,6470.647259953828,,,,7020.772999999999,5999.6305999999995,
2017-11-20,8057.11,8319.99,7954.0,8212.0,3886.634347999999,7120.899,7722.793356178058,6519.004643821942,,,,7191.275,6076.3009999999995,
2017-11-21,8212.49,8400.0,7801.0,8119.51,4544.474016,7189.1755,7822.219617249935,6556.131382750065,,,,7378.721,6151.0912,
2017-11-22,8091.09,8322.68,8091.09,8205.92,3545.00571,7248.472500000001,7917.416319187195,6579.528680812807,,,,7618.209999999999,6229.009599999999,
2017-11-23,8233.03,8260.0,8000.0,8019.99,4093.9526870000013,7293.719999999999,7982.421857126869,6605.018142873129,,,,7773.609999999999,6305.237599999999,
2017-11-24,8019.97,8369.0,7850.0,8138.0,4411.789111999999,7332.7654999999995,8045.664753060872,6619.866246939127,,,,7929.910999999998,6382.148999999999,
2017-11-25,8138.99,8734.78,8090.0,8700.01,4292.623682000002,7400.5154999999995,8173.235153085612,6627.795846914387,,,,8075.905999999998,6468.769199999999,
2017-11-26,8700.04,9350.0,8604.72,9128.02,4147.380236999998,7508.9105,8360.298993165576,6657.522006834424,,,,8202.257999999998,6562.8696,
2017-11-27,9128.0,9654.28,9112.04,9650.0,4521.6257069999965,7638.208499999999,8601.256846529262,6675.160153470735,,,,8397.338999999998,6663.0696,
2017-11-28,9650.0,9939.0,9570.5,9896.8,4917.210984999999,7767.898499999998,8844.971460816836,6690.825539183161,,,,8610.824999999999,6765.266599999999,
2017-11-29,9896.79,11300.03,8520.0,9687.88,13352.538714999995,7898.293,9040.106899061926,6756.479100938073,,,,8775.812999999998,6863.362999999999,
2017-11-30,9687.88,10900.0,8850.8,9838.96,9389.574329000003,8064.891999999998,9234.295942329592,6895.488057670404,,,,8938.509,6963.7136,
2017-12-01,9837.0,10898.0,9380.0,10782.99,6134.923633000004,8291.788999999999,9524.604851357775,7058.973148642223,,,,9204.857,7070.7734,
2017-12-02,10775.04,11190.0,10620.0,10890.01,4765.439756999999,8545.738,9764.415228061636,7327.0607719383615,,,,9473.266,7175.5740000000005,
2017-12-03,10902.69,11825.0,10500.0,11165.41,5346.636524000001,8780.708999999999,10028.4386572411,7532.9793427588975,,,,9787.808,7281.4824,
2017-12-04,11165.41,11600.0,10802.0,11579.0,4622.120379999998,9030.9095,10312.506479570702,7749.312520429297,,,,10131.908,7398.8626,
2017-12-05,11571.03,11853.0,11447.68,11699.99,5550.732055000003,9253.905999999999,10591.293684339882,7916.518315660115,,,,10431.906,7517.661999999999,
2017-12-06,11699.99,13615.23,11665.58,13550.05,6707.9463190000015,9538.1835,11130.073047994063,7946.293952005935,,,,10874.109,7676.762999999999,
2017-12-07,13541.01,16649.96,13050.0,16599.0,7487.065695000004,9983.173999999999,12141.821126235316,7824.526873764682,,,,11569.009000000002,7898.501799999999,
2017-12-08,16599.0,17204.99,14015.0,15880.0,17589.013136000005,10389.077,12835.89820102205,7942.255798977948,,,,12167.329000000002,8102.423799999999,
2017-12-09,15880.01,16269.3,12535.0,14656.07,13918.758687000005,10719.9805,13271.728954210317,8168.232045789682,,,,12664.148000000001,8275.345,
2017-12-10,14664.01,15720.12,12368.0,14899.98,16553.037173000008,11054.3795,13692.317892750054,8416.441107249944,,,,13170.250000000004,8452.8452,
2017-12-11,14946.26,17470.0,14901.08,16587.97,11820.401762000003,11477.8025,14284.898894675242,8670.706105324758,,,,13750.748000000003,8665.6042,
2017-12-12,16587.97,16976.45,15875.0,16349.99,9436.802411000004,11885.005999999998,14777.34506650897,8992.666933491026,,,,14296.746000000003,8874.285399999999,
2017-12-13,16349.99,16546.0,14666.56,16033.29,12416.328800999992,12285.670999999998,15169.867319020079,9401.474680979918,,,,14783.534000000003,9085.410599999997,
2017-12-14,16030.34,16445.0,15450.0,16334.98,11616.867150999997,12695.52,15543.378605427943,9847.661394572058,,,,15259.132000000003,9298.310399999998,
2017-12-15,16334.98,17991.0,16298.45,17539.83,9181.273946999996,13137.510999999999,16016.765166139032,10258.256833860965,,,,15843.116000000004,9531.871599999999,
2017-12-16,17516.81,19539.0,17190.01,19102.66,4202.628709000003,13636.242999999997,16639.02840209935,10633.457597900642,,,,16398.377000000004,9798.548199999997,
2017-12-17,19120.19,19798.68,18510.0,18860.02,9177.183433999997,14096.743999999997,17158.53181834959,11034.956181650401,,,,16624.479000000003,10061.355799999998,
2017-12-18,18860.04,19300.0,17029.98,18856.25,10624.633071000002,14544.716499999999,17614.656836860428,11474.77616313957,,,,16922.104000000003,10315.081199999997,
2017-12-19,18856.25,18950.0,16300.0,17295.2,13210.748219999998,14925.082499999999,17836.898138519842,12013.266861480155,,,,17186.017000000003,10538.575199999997,
2017-12-20,17295.2,17720.35,14777.66,16488.98,13450.496693000008,15257.583499999997,17940.30041816388,12574.866581836115,,,,17344.917000000005,10739.094799999997,
2017-12-21,16480.52,17309.5,14022.0,15492.64,20324.217300000004,15493.065999999997,17971.61018633075,13014.521813669246,,,0.0,17235.384000000005,10913.867999999999,15492.64
2017-12-22,15514.03,15699.34,10961.0,13326.61,36076.271174999994,15614.895999999997,17917.852597014793,13311.939402985201,,,,16933.04600000001,11040.000599999998,
2017-12-23,13326.61,14950.0,12978.18,13300.0,13141.538875000002,15721.625499999998,17859.441860891344,13583.809139108653,,13300.0,-1.0,16659.717000000008,11163.699799999997,
2017-12-24,13300.0,13819.99,11640.0,13500.0,28557.534988000014,15817.675499999998,17805.07251163223,13830.278488367767,,,,16376.219000000006,11286.557999999997,
2017-12-25,13500.0,14300.0,12708.0,13699.34,15748.207607000015,15917.643,17738.728926438114,14096.557073561884,,,,15992.170000000007,11413.644599999998,
2017-12-26,13699.34,16050.0,13533.0,15689.01,15034.668104000004,16024.591,17764.491830081693,14284.690169918305,,,,15650.805000000008,11588.222399999997,
2017-12-27,15709.98,16498.05,14200.15,15459.99,14959.864723000012,15967.6405,17706.448415948373,14228.832584051628,,,,15310.802000000007,11756.141399999997,
2017-12-28,15459.97,15539.99,13150.0,14182.11,21717.858014000012,15882.746,17664.67411524314,14100.81788475686,,,,14843.388000000006,11893.723599999996,
2017-12-29,14199.14,14981.0,13850.0,14378.9,18072.008116000005,15868.8875,17661.348570430462,14076.426429569538,,,,14551.758000000005,12039.701799999997,
2017-12-30,14378.99,14398.85,11750.0,12440.01,19221.158039000005,15745.889000000001,17679.46315589084,13812.314844109162,,,,14146.861000000004,12158.362399999998,
2017-12-31,12345.1,14050.11,12149.98,13716.36,11768.989718000003,15602.308500000003,17574.258812232216,13630.35818776779,,,,13969.233000000002,12307.788599999996,
2018-01-01,13715.65,13818.55,12750.0,13380.0,8609.915844,15453.809000000003,17475.075262667782,13432.542737332224,,,,13974.572000000004,12459.167999999996,
2018-01-02,13382.16,15473.49,12890.02,14675.11,20078.092111,15385.900000000003,17409.37087141871,13362.4291285813,,,,14112.083000000002,12623.350399999996,
2018-01-03,14690.0,15307.56,14150.0,14919.51,15905.667639000005,15315.126500000004,17328.895061295647,13301.357938704361,,,,14254.034000000003,12790.240799999996,
2018-01-04,14919.51,15280.0,13918.04,15059.54,21329.649574,15191.112000000003,17139.363822033276,13242.86017796673,,,,14390.054000000004,12946.630399999996,
2018-01-05,15059.56,17176.24,14600.0,16960.39,23251.49112500001,15083.998500000005,16866.053130033193,13301.943869966817,16960.39,,1.0,14517.192000000005,13128.548199999996,
2018-01-06,16960.39,17143.13,16011.21,17069.79,18571.457508000003,14994.487000000003,16622.97030401051,13366.003695989497,,,,14678.172000000006,13315.960199999998,
2018-01-07,17069.79,17099.96,15610.0,16150.03,12493.125558000003,14859.176000000003,16257.300498231107,13461.0515017689,,,,14874.964000000007,13483.722,
2018-01-08,16218.85,16322.3,12812.0,14902.54,26600.60991200003,14739.543000000001,16021.659778324416,13457.426221675587,,,,14927.328000000009,13621.0128,
2018-01-09,14902.54,15500.0,14011.05,14400.0,14315.004252999997,14635.094000000003,15853.967176853927,13416.220823146079,,,0.0,15123.327000000008,13744.7728,14400.0
2018-01-10,14401.0,14955.66,13131.31,14907.09,17411.001654999996,14605.816500000004,15810.691797839048,13400.94120216096,,,,15242.400000000005,13880.5244,
2018-01-11,14940.0,14968.68,11400.0,13238.78,33554.72375099998,14601.425000000007,15811.105195012296,13391.744804987717,,13238.78,-1.0,15228.278000000006,13981.1816,
2018-01-12,13238.76,14109.78,12500.0,13740.01,16417.162137,14623.425500000007,15813.071914185635,13433.779085814378,,,,15134.768000000005,14095.582,
2018-01-13,13749.95,14580.0,13706.15,14210.0,12221.508527999998,14658.925500000007,15824.875812099423,13492.97518790059,,,,15063.817000000005,14217.021999999999,
2018-01-14,14210.0,14339.5,12569.2,13474.99,17017.89432900001,14647.708000000004,15823.87093292893,13471.545067071078,,,,14905.362000000003,14312.5216,
2018-01-15,13477.98,14249.99,13147.79,13539.93,14652.094705000007,14540.254000000004,15714.543570244063,13365.964429755946,,,,14563.316000000003,14400.7598,
2018-01-16,13500.0,13542.93,9035.0,10900.0,63401.16917500002,14312.254500000005,15707.69312872028,12916.815871279729,,,,13946.337000000003,14425.7598,
2018-01-17,10899.99,11680.99,9037.94,10988.79,72331.796646,14152.588500000003,15725.223126848441,12579.953873151566,,,,13430.213000000003,14447.5996,
2018-01-18,10972.59,11878.82,10435.33,10961.97,48464.434937000005,13981.742000000002,15699.424339338675,12264.059660661329,,,,13036.156000000003,14473.0814,
2018-01-19,10960.0,11795.0,10360.0,11474.98,34129.37542100001,13933.4905,15706.468311441737,12160.512688558263,,,,12743.654000000004,14505.8018,
2018-01-20,11474.98,13099.0,11412.45,12799.94,28768.857827000018,13887.6695,15677.42934699756,12097.90965300244,,,,12532.939000000004,14546.1408,
2018-01-21,12799.8,12799.8,10965.0,11530.0,41379.77342599999,13795.1695,15655.203886086647,11935.135113913353,,,,12362.061000000005,14558.940599999998,
2018-01-22,11530.0,11926.35,9900.24,10760.05,43752.60679100003,13599.416500000001,15559.847941087073,11638.98505891293,,,,12064.065000000004,14550.833399999998,
2018-01-23,10760.05,11399.0,9905.0,10799.18,37473.92255200001,13393.4,15419.673060890358,11367.126939109641,,,,11722.983000000004,14535.237,
2018-01-24,10799.14,11570.48,10500.0,11349.99,27158.587761999992,13207.9225,15242.954615399838,11172.890384600163,,,,11510.483000000004,14528.237,
2018-01-25,11349.96,11794.05,10950.21,11175.27,20839.95418299999,12918.666500000001,14805.520990821362,11031.81200917864,,,,11274.017000000003,14480.741399999999,
2018-01-26,11184.7,11643.0,10311.15,11089.0,33056.87196,12619.627,14285.936667025006,10953.317332974995,,,,11292.917000000005,14370.541399999998,
2018-01-27,11089.0,11650.0,10842.69,11491.0,18860.76834499999,12386.675500000001,13857.329838450998,10916.021161549004,,,,11343.138000000003,14282.7614,
2018-01-28,11499.98,12244.0,11408.0,11879.95,16887.339524000003,12235.546000000002,13590.663664608499,10880.428335391505,,,,11434.936000000003,14227.239,
2018-01-29,11879.95,11975.02,11139.55,11251.0,14170.377538000012,12078.096000000001,13353.155554622446,10803.036445377556,,,,11412.538000000004,14154.259399999999,
2018-01-30,11250.11,11308.42,9900.0,10237.51,25554.372945999996,11844.617000000002,13002.413144820406,10686.820855179598,,,,11156.295000000002,14027.2502,
2018-01-31,10230.0,10425.85,9700.0,10285.1,18015.956805000005,11696.933000000003,12855.855555324986,10538.01044467502,,,,11031.805000000004,13905.9524,
2018-02-01,10285.1,10335.0,8750.99,9224.52,33564.764311000006,11471.158500000001,12649.742601845406,10292.574398154597,,,,10878.252000000004,13769.777,
2018-02-02,9224.52,9250.0,8010.02,8873.03,49971.626974999985,11204.310000000001,12335.814887391121,10072.805112608881,,,,10685.637000000002,13620.538,
2018-02-03,8873.03,9473.01,8229.0,9199.96,28725.00073500002,10990.558500000003,12075.770538931909,9905.346461068097,,,,10470.634000000002,13453.740600000001,
2018-02-04,9199.96,9368.0,7930.0,8184.81,32014.308449,10722.802500000002,11806.609850924853,9638.99514907515,,,,10171.588,13235.383600000001,
2018-02-05,8179.99,8382.8,6625.0,6939.99,63402.31448200002,10524.802000000001,11884.709257398827,9164.894742601176,,,,9756.687000000002,12996.983,
2018-02-06,6939.63,7878.0,6000.01,7652.14,100201.50030700008,10357.969500000003,11849.062981568059,8866.876018431947,,,,9372.801000000001,12772.900800000001,
2018-02-07,7655.02,8476.0,7150.01,7599.0,60777.68408599997,10189.821000000002,11789.021005508694,8590.62099449131,,,,8944.706000000002,12578.976800000002,
2018-02-08,7599.0,7844.0,7572.09,7784.02,1521.537318,10005.273000000001,11657.603152581803,8352.942847418199,,,,8598.008000000002,12404.877600000002,
2018-02-09,7789.9,8738.0,7789.9,8657.89,20586.405885,9798.170500000002,11343.346008806284,8252.99499119372,,,,8440.046000000002,12268.182600000002,
